,CITY,STATE,IBGE_DU,IBGE_DU_URBAN,IBGE_POP,IBGE_15-59,IDHM,LONG,LAT,GDP,GDP_CAPITA
1628,Doutor Ulysses,PR,1687.0,277.0,928.0,594.0,0.546,-49.4197718,-24.56783645,66737.87,11518.45
1629,Doverlândia,GO,2701.0,1699.0,4905.0,3157.0,0.67,-52.31398042,-16.72103706,208817.81,26788.69
1630,Dracena,SP,14266.0,13535.0,39486.0,25924.0,0.78,-51.53404966,-21.48613754,1121.15,24326.29
1631,Duartina,SP,4031.0,3615.0,10947.0,7092.0,0.748,-49.40504541,-22.41488138,215271.76,17142.2
1632,Duas Barras,RJ,3556.0,2519.0,7712.0,5095.0,0.659,-42.51509763,-22.05890609,233814.62,20979.33
1633,Duas Estradas,PB,1079.0,863.0,2833.0,1615.0,0.603,-35.4181768,-6.688132955,36.31,10069.73
1634,Dueré,TO,1459.0,916.0,3042.0,1854.0,0.679,-49.26587592,-11.34128542,125622.77,26586.83
1635,Dumont,SP,2385.0,2297.0,7851.0,5325.0,0.74,-47.97084345,-21.233326,235049.63,25206.39
1636,Duque Bacelar,MA,2387.0,1269.0,5340.0,2981.0,0.53,-42.9441802,-4.147819097,64393.65,5776.25
1638,Durandé,MG,2192.0,1129.0,3546.0,2193.0,0.645,-41.79426165,-20.20723888,100203.13,12761.48
1639,Echaporã,SP,2026.0,1618.0,5020.0,3149.0,0.745,-50.20700615,-22.424997,128877.39,20518.61
1640,Ecoporanga,ES,7653.0,5024.0,14708.0,9219.0,0.662,-40.83008116,-18.37525238,344137.34,14195.33
1641,Edealina,GO,1363.0,943.0,2539.0,1600.0,0.7,-49.66469511,-17.4228917,240508.47,63109.02
1642,Edéia,GO,3801.0,3200.0,9454.0,6286.0,0.74,-49.93442396,-17.33808003,714.06,58818.79
1644,Eldorado,SP,4247.0,2203.0,7186.0,4381.0,0.691,-48.10322842,-24.52538661,224074.93,14561.67
1645,Eldorado,MS,3641.0,3080.0,9295.0,6057.0,0.684,-54.28002825,-23.77405392,324688.44,26666.26
1648,Elesbão Veloso,PI,4327.0,3092.0,10119.0,6114.0,0.58,-42.13814445,-6.201719461,116983.5,8120.47
1649,Elias Fausto,SP,4429.0,3610.0,12535.0,8315.0,0.695,-47.37677424,-23.04253672,594.38,34474.83
1650,Eliseu Martins,PI,1331.0,1084.0,3407.0,2048.0,0.595,-43.66481113,-8.09646229,40795.24,8460.23
1651,Elisiário,SP,994.0,910.0,2839.0,1908.0,0.747,-49.11083589,-21.16442902,62.63,17926.03
1652,Elísio Medrado,BA,2568.0,1097.0,3245.0,1980.0,0.623,-39.52048556,-12.94332584,58940.49,6976.86
1653,Elói Mendes,MG,7718.0,6233.0,20303.0,13173.0,0.685,-45.5664342,-21.60931278,554101.38,20145.48
1654,Emas,PB,831.0,571.0,2116.0,1282.0,0.595,-37.71458598,-7.107992232,29143.45,8310.08
1655,Embaúba,SP,802.0,689.0,2060.0,1379.0,0.73,-48.83262029,-20.98266805,47.87,19309.05
1658,Emilianópolis,SP,1018.0,853.0,2497.0,1602.0,0.727,-51.48043143,-21.83130898,59709.61,18741.24
1659,Encantado,RS,7078.0,6183.0,16766.0,11284.0,0.767,-51.87302313,-29.23991721,768.58,34921.24
1660,Encanto,RN,1482.0,621.0,2126.0,1306.0,0.629,-38.30487899,-6.111134201,40435.01,7182.06
1661,Encruzilhada,BA,6648.0,1470.0,4193.0,2734.0,0.544,-40.90912075,-15.53458018,181803.58,9164.87
1663,Enéas Marques,PR,1940.0,702.0,1773.0,1160.0,0.752,-53.16618527,-25.94075598,218696.87,35376.39
1664,Engenheiro Beltrão,PR,4609.0,4052.0,12266.0,8037.0,0.73,-52.26003515,-23.80114407,397182.9,27753.68
1665,Engenheiro Caldas,MG,3208.0,2605.0,8325.0,5061.0,0.644,-42.04984169,-19.19810287,108.49,9833.78
1666,Engenheiro Coelho,SP,4652.0,3322.0,10325.0,6867.0,0.732,-47.21307973,-22.49118995,439.78,23074.63
1667,Engenheiro Navarro,MG,2061.0,1363.0,4724.0,3012.0,0.655,-43.94941474,-17.28775321,72175.41,9794.47
1669,Engenho Velho,RS,349.0,219.0,598.0,403.0,0.72,-52.9119205,-27.70858652,53181.96,38904.14
1670,Entre Folhas,MG,1649.0,1264.0,3885.0,2390.0,0.634,-42.23235998,-19.62778335,50028.98,9269.78
1671,Entre Rios,BA,11091.0,6627.0,23777.0,15032.0,0.615,-38.07877702,-11.93726137,467.04,10818.03
1672,Entre Rios,SC,646.0,292.0,928.0,588.0,0.657,-52.56253397,-26.7236211,51.31,16199.91
1676,Entre-Ijuís,RS,3050.0,1649.0,4890.0,3132.0,0.68,-54.27143185,-28.36279428,342.65,38038.62
1679,Equador,RN,1730.0,1441.0,2888.0,1768.0,0.623,-36.71641243,-6.945842749,64.23,10523.94
1680,Erebango,RS,880.0,655.0,1958.0,1251.0,0.71,-52.2997114,-27.84919594,97.04,31661.36
1681,Erechim,RS,33117.0,31381.0,90187.0,61477.0,0.78,-52.2758769,-27.63340581,4430326.76,43052.17
1682,Ererê,CE,1891.0,1001.0,3453.0,2147.0,0.61,-38.34725896,-6.03133273,51.31,7192.11
1683,Érico Cardoso,BA,2659.0,542.0,1999.0,1293.0,0.584,-42.13616373,-13.4223478,56.85,4985.01
1684,Ermo,SC,657.0,222.0,609.0,394.0,0.726,-49.64340498,-28.98508179,79075.37,38071.92
1685,Ernestina,RS,1086.0,603.0,1667.0,1052.0,0.716,-52.57217621,-28.49715469,143677.89,44745.53
1686,Erval Grande,RS,1656.0,904.0,2014.0,1271.0,0.68,-52.57011205,-27.39333667,90761.89,17494.58
1687,Erval Seco,RS,2572.0,1242.0,3429.0,2128.0,0.685,-53.50957308,-27.54941713,246923.94,32005.7
1688,Erval Velho,SC,1443.0,955.0,1473.0,961.0,0.723,-51.4434329,-27.27389548,127139.93,28430.22
1689,Ervália,MG,5693.0,3212.0,9422.0,6138.0,0.625,-42.65936747,-20.83350656,319474.46,16864.15
1690,Escada,PE,18143.0,15741.0,37590.0,24130.0,0.632,-35.23615742,-8.36252199,720079.9,10614.54
1691,Esmeralda,RS,1093.0,749.0,2123.0,1299.0,0.68,-51.18879366,-28.05727635,193751.96,58588.44
1692,Esmeraldas,MG,17555.0,16257.0,55040.0,35125.0,0.67,-44.31480692,-19.75920074,660885.42,9699.93
1693,Espera Feliz,MG,7401.0,4865.0,14080.0,9050.0,0.66,-41.91393502,-20.64370781,427170.8,17335.77
1694,Esperança,PB,9103.0,6490.0,21538.0,13138.0,0.623,-35.85859329,-7.020685,403267.53,12208.76
1696,Esperança Nova,PR,661.0,261.0,749.0,435.0,0.69,-53.81049504,-23.72465476,44588.36,23780.46
1697,Esperantina,PI,10131.0,6396.0,22289.0,14183.0,0.605,-42.23536453,-3.895604531,324676.66,8328.67
1698,Esperantina,TO,2257.0,1148.0,4605.0,2589.0,0.57,-48.5441476,-5.366608059,81039.62,7608.64
1699,Esperantinópolis,MA,4822.0,2755.0,10009.0,6028.0,0.586,-44.8860687,-4.870300897,131773.03,7828.26
1701,Espigão D'Oeste,RO,8407.0,6342.0,19649.0,12988.0,0.672,-61.02017311,-11.52855463,544663.66,16650.27
1702,Espinosa,MG,8490.0,5073.0,17597.0,11206.0,0.627,-42.81298184,-14.92527181,276095.76,8578.93
1703,Espírito Santo,RN,2960.0,1480.0,5426.0,3207.0,0.56,-35.31709079,-6.335571703,66475.02,6204.5
1707,Esplanada,BA,8677.0,5558.0,20734.0,12532.0,0.589,-37.94498147,-11.7994095,489787.07,13207.15
1708,Espumoso,RS,5104.0,3770.0,9847.0,6459.0,0.765,-52.84192697,-28.73144514,671.37,42421.91
1709,Estação,RS,2022.0,1749.0,5119.0,3338.0,0.753,-52.2704858,-27.90900634,226.2,36690.69
1710,Estância,SE,18233.0,15626.0,53286.0,34361.0,0.647,-37.44001085,-11.26794865,1498165.4,21761.11
1711,Estância Velha,RS,13922.0,13574.0,41222.0,28708.0,0.757,-51.17429392,-29.65014797,1406.75,30009.41
1712,Esteio,RS,26430.0,26399.0,80334.0,53636.0,0.754,-51.14383734,-29.8521863,3399.32,40413.26
1713,Estiva,MG,3430.0,1555.0,4850.0,3269.0,0.691,-46.01635181,-22.46304506,259490.68,22740.4
1715,Estreito,MA,9146.0,6827.0,25592.0,16499.0,0.659,-47.44788299,-6.56808498,687393.24,16604.9
1716,Estrela,RS,10485.0,8937.0,25806.0,17516.0,0.767,-51.97026029,-29.50347188,1248305.44,37884.84
1718,Estrela Dalva,MG,827.0,611.0,1780.0,1115.0,0.71,-42.45837103,-21.74228528,30344.48,12340.17
1724,Estrela Velha,RS,1136.0,375.0,1167.0,776.0,0.679,-53.16029378,-29.17966136,115807.81,30931.57
1728,Eugenópolis,MG,3580.0,2549.0,7358.0,4714.0,0.675,-42.19227708,-21.09722253,142.25,12668.53
1729,Eunápolis,BA,29570.0,27585.0,93118.0,60085.0,0.677,-39.58417194,-16.37516723,2535370.05,22186.57
1730,Eusébio,CE,12713.0,12713.0,41441.0,26865.0,0.701,-38.44512184,-3.886972887,3067946.99,59097.86
1732,Extrema,MG,9057.0,8179.0,25951.0,17380.0,0.732,-46.32216174,-22.85819007,6179761.66,183218.05
1734,Exu,PE,8191.0,4427.0,16281.0,9538.0,0.58,-39.72272834,-7.516307,223317.25,7009.77
1735,Fagundes,PB,3252.0,1641.0,5458.0,3192.0,0.56,-35.78460888,-7.363061604,87.88,7746.3
1737,Faina,GO,2386.0,1303.0,3401.0,2153.0,0.65,-50.36870366,-15.44286878,109322.6,15673.49
1738,Fama,MG,822.0,535.0,1512.0,953.0,0.72,-45.8323121,-21.40576153,39878.03,16451.33
1739,Faria Lemos,MG,1127.0,805.0,2324.0,1399.0,0.687,-42.01384618,-20.80174494,48.66,14382.77
1740,Farias Brito,CE,5402.0,2700.0,8305.0,5029.0,0.633,-39.57083502,-6.927109981,130206.82,6929.95
1741,Faro,PA,1696.0,1282.0,6096.0,3357.0,0.563,-56.74575302,-2.172975242,54220.39,7564.23
1742,Farol,PR,1098.0,640.0,1999.0,1226.0,0.715,-52.62621518,-24.09909462,147330.47,43913.7
1743,Farroupilha,RS,20602.0,18027.0,52203.0,36878.0,0.777,-51.34834957,-29.22367919,3090846.17,44752.07
1744,Fartura,SP,4907.0,3938.0,12134.0,7825.0,0.732,-49.51205338,-23.38896091,356509.41,22290.2
1746,Fátima,BA,5270.0,2238.0,6905.0,4339.0,0.56,-38.20867478,-10.60017021,222596.48,12057.66
1747,Fátima,TO,1145.0,954.0,3121.0,1886.0,0.7,-48.89898266,-10.75250873,60641.96,15621.32
1749,Faxinal,PR,5274.0,4214.0,12634.0,7956.0,0.687,-51.32010593,-24.00392707,412305.7,23925.36
1752,Faxinalzinho,RS,853.0,455.0,1273.0,782.0,0.67,-52.67059124,-27.42541551,64.42,25383.12
1753,Fazenda Nova,GO,2270.0,1500.0,4071.0,2577.0,0.685,-50.7873644,-16.17751433,100675.08,16436.75
1754,Fazenda Rio Grande,PR,23767.0,22075.0,78946.0,51730.0,0.72,-49.32329319,-25.64140022,2060463.19,21982.96
1755,Fazenda Vilanova,RS,1271.0,676.0,2013.0,1286.0,0.698,-51.82118304,-29.58857453,113230.22,27297.55
1756,Feijó,AC,6594.0,3965.0,16575.0,9360.0,0.539,-70.35398361,-8.16024753,341345.81,10544.48
1759,Feira Grande,AL,5704.0,986.0,4504.0,2789.0,0.53,-36.6776855,-9.900437199,182495.75,8126.09
1760,Feira Nova,PE,6240.0,5080.0,15128.0,9221.0,0.6,-35.39059799,-7.948727742,167413.41,7666.85
1761,Feira Nova,SE,1492.0,1017.0,3577.0,2128.0,0.584,-37.31611772,-10.27053252,57.98,10362.34
1764,Felipe Guerra,RN,1681.0,1167.0,3862.0,2504.0,0.636,-37.69138506,-5.60196177,67320.4,11158.69
1765,Felisburgo,MG,2042.0,1509.0,5034.0,2892.0,0.583,-40.7585705,-16.63833315,58804.92,7961.67
1766,Felixlândia,MG,4493.0,3452.0,10850.0,7011.0,0.648,-44.89658662,-18.75435656,257186.3,16944.68
1767,Feliz,RS,4185.0,3204.0,9402.0,6583.0,0.75,-51.31010214,-29.45397093,383304.67,29020.64
1768,Feliz Deserto,AL,1206.0,967.0,3472.0,2118.0,0.565,-36.30718752,-10.29238062,105687.93,22124.33
1769,Feliz Natal,MT,2844.0,2309.0,8095.0,5211.0,0.69,-54.93390407,-12.38324703,371.53,28302.55
1770,Fênix,PR,1611.0,1356.0,3965.0,2532.0,0.716,-51.98446449,-23.92069471,138609.46,28270.34
1771,Fernandes Pinheiro,PR,1742.0,593.0,2094.0,1341.0,0.645,-50.54741425,-25.4122423,150552.21,25392.51
1772,Fernandes Tourinho,MG,982.0,667.0,2008.0,1237.0,0.65,-42.08097848,-19.15100064,32940.34,9871.24
1774,Fernando Falcão,MA,1275.0,371.0,1504.0,880.0,0.44,-44.9107074,-6.154978463,52251.23,5120.66
1775,Fernando Pedroza,RN,856.0,732.0,2433.0,1531.0,0.597,-36.53245354,-5.696015781,26004.4,8512.08
1776,Fernando Prestes,SP,1854.0,1598.0,4683.0,2963.0,0.758,-48.69227305,-21.26712199,163966.55,28412.16
1777,Fernandópolis,SP,21846.0,21168.0,62531.0,41414.0,0.797,-50.24874843,-20.28238299,1975540.27,28882.59
1778,Fernão,SP,514.0,280.0,850.0,513.0,0.703,-49.51984121,-22.35913832,48527.61,28885.48
1780,Ferreira Gomes,AP,1332.0,952.0,4150.0,2357.0,0.66,-51.18742905,0.853977393,348201.44,49132.42
1781,Ferreiros,PE,3117.0,2542.0,9155.0,5606.0,0.622,-35.24407021,-7.445494205,95526.91,7955.27
1782,Ferros,MG,3350.0,1599.0,5028.0,3105.0,0.603,-43.01971362,-19.23641959,109058.61,10367.77
1783,Fervedouro,MG,3121.0,1533.0,4745.0,3015.0,0.58,-42.27818053,-20.73277569,106715.17,9711.09
1784,Figueira,PR,2752.0,2370.0,7074.0,4436.0,0.677,-50.40920109,-23.84341076,144860.26,17618.62
1785,Figueirão,MS,1037.0,554.0,1527.0,1004.0,0.66,-53.64257332,-18.67544807,95802.35,31722.63
1786,Figueirópolis,TO,1743.0,1307.0,4012.0,2457.0,0.69,-49.17384673,-12.13677998,117514.12,21887.52
1787,Figueirópolis D'Oeste,MT,1218.0,656.0,1973.0,1274.0,0.679,-58.73782455,-15.44613511,60103.41,17211.74
1788,Filadélfia,TO,2287.0,1464.0,5518.0,3168.0,0.621,-47.48496414,-7.337611906,97926.34,11038.93
1789,Filadélfia,BA,4797.0,2714.0,9012.0,5500.0,0.565,-40.13782688,-10.73846411,117328.35,6827.77
1790,Firmino Alves,BA,1613.0,1290.0,4319.0,2604.0,0.578,-39.92144176,-14.98493538,44482.9,7664.18
1791,Firminópolis,GO,3924.0,2954.0,8535.0,5582.0,0.732,-50.30363434,-16.57646123,156303.36,12227.44
1792,Flexeiras,AL,3191.0,2020.0,7999.0,4703.0,0.527,-35.72437164,-9.27323546,116886.5,9030.87
1795,Flora Rica,SP,624.0,512.0,1416.0,844.0,0.727,-51.38230084,-21.67673394,35513.78,22168.4
1796,Floraí,PR,1733.0,1550.0,4459.0,2924.0,0.745,-52.30298437,-23.31984566,158242.39,30942.98
1797,Florânia,RN,2548.0,1985.0,6857.0,4309.0,0.642,-36.8140763,-6.126951955,82152.28,8873.65
1798,Floreal,SP,1087.0,895.0,2434.0,1548.0,0.747,-50.14568901,-20.67403123,55.11,18394.68
1799,Flores,PE,6733.0,2984.0,9321.0,5521.0,0.556,-37.97145611,-7.861714475,144879.99,6417.15
1803,Floresta,PE,7022.0,5050.0,19927.0,12295.0,0.626,-38.57123934,-8.6008265,397291.63,12356.67
1804,Floresta,PR,1939.0,1786.0,5460.0,3663.0,0.736,-52.08308485,-23.61026714,180921.16,27684.95
1805,Floresta Azul,BA,3038.0,2121.0,7325.0,4305.0,0.557,-39.65652359,-14.8627984,78633.35,6971.66
1808,Florestal,MG,2034.0,1697.0,5479.0,3598.0,0.72,-44.43011556,-19.89451823,105292.2,14467.19
1809,Florestópolis,PR,3419.0,3230.0,10535.0,6932.0,0.701,-51.38382265,-22.8591043,227085.11,20375.51
1810,Floriano,PI,16153.0,14058.0,49894.0,32788.0,0.7,-43.02064474,-6.769672434,1020426.11,17327.08
1811,Floriano Peixoto,RS,657.0,112.0,292.0,186.0,0.66,-52.0856071,-27.86250928,53460.12,27109.6
1812,Florianópolis,SC,147486.0,142167.0,401987.0,284112.0,0.847,-48.54763738,-27.58779555,18657157.0,39048.21
1813,Flórida,PR,821.0,762.0,2313.0,1471.0,0.732,-51.95582809,-23.08780191,56586.76,21075.14
1814,Flórida Paulista,SP,3845.0,3371.0,10109.0,6414.0,0.715,-51.16887647,-21.61342762,188007.08,13293.3
1816,Fonte Boa,AM,3824.0,2796.0,15102.0,8481.0,0.53,-66.09650299,-2.512270685,149829.34,7417.66
1817,Fontoura Xavier,RS,3399.0,1387.0,4085.0,2625.0,0.66,-52.34495318,-28.98216779,180579.39,16626.41
1818,Formiga,MG,21298.0,19336.0,58961.0,39759.0,0.755,-45.42642818,-20.46488355,1483720.68,21743.96
1819,Formigueiro,RS,2351.0,956.0,2739.0,1716.0,0.682,-53.50029441,-29.99763382,166.41,23523.94
1820,Formosa,GO,30284.0,27451.0,91581.0,60192.0,0.74,-47.33581558,-15.54094463,2104727.55,18456.69
1825,Formoso,GO,1669.0,1259.0,3360.0,2140.0,0.715,-48.88808967,-13.65578015,60627.27,12971.17
1826,Formoso,MG,2250.0,1419.0,5162.0,3256.0,0.64,-46.23997954,-14.9517426,177.82,19361.85
1828,Forquetinha,RS,886.0,161.0,444.0,309.0,0.68,-52.09691706,-29.38063378,42525.84,16855.27
1829,Forquilha,CE,6180.0,4460.0,15440.0,9722.0,0.644,-40.258769,-3.798957743,179145.83,7526.82
1830,Forquilhinha,SC,6949.0,5687.0,17553.0,12115.0,0.753,-49.46886105,-28.74241535,713564.43,27917.23
1831,Fortaleza,CE,711478.0,711478.0,2366137.0,1604565.0,0.754,-38.58992756,-3.723805035,60141145.2,23045.09
1836,Fortim,CE,4163.0,2770.0,10043.0,6388.0,0.624,-37.79897549,-4.449804917,140962.94,8747.31
1837,Fortuna,MA,3933.0,2565.0,9480.0,5461.0,0.58,-44.16062843,-5.736224132,97366.15,6384.25
1841,Fraiburgo,SC,10510.0,9277.0,27816.0,18234.0,0.731,-50.92507924,-27.02344696,946177.25,26208.44
1842,Franca,SP,97838.0,96176.0,312230.0,207723.0,0.78,-47.40233163,-20.536097,9689018.81,28108.23
1843,Francinópolis,PI,1534.0,981.0,3492.0,2040.0,0.564,-42.2633661,-6.395292623,33466.95,6356.5
1844,Francisco Alves,PR,2110.0,1410.0,4195.0,2463.0,0.669,-53.84401597,-24.0675754,182696.8,28626.89
1845,Francisco Ayres,PI,1325.0,676.0,2150.0,1278.0,0.58,-42.69112784,-6.623343532,30055.14,6974.97
1846,Francisco Badaró,MG,2817.0,949.0,3170.0,2090.0,0.622,-42.34977316,-16.99069129,63204.78,5989.27
1847,Francisco Beltrão,PR,25730.0,22361.0,66290.0,44858.0,0.774,-53.05613572,-26.07845,2840454.24,32465.67
1848,Francisco Dantas,RN,838.0,478.0,1644.0,1025.0,0.606,-38.12564976,-6.088096717,23279.75,8030.27
1849,Francisco Dumont,MG,1500.0,933.0,3186.0,1958.0,0.625,-44.23420653,-17.31994881,46.04,8874.99
1850,Francisco Macedo,PI,795.0,330.0,1137.0,713.0,0.55,-40.79556735,-7.327871041,24.12,7748.65
1851,Francisco Morato,SP,43958.0,43878.0,143617.0,94587.0,0.703,-46.7325267,-23.2758255,1372210.77,8074.58
1852,Francisco Sá,MG,6842.0,4211.0,14810.0,9384.0,0.654,-43.48873528,-16.47568087,372999.01,14169.0
1853,Francisco Santos,PI,2488.0,1200.0,3962.0,2551.0,0.608,-41.13615734,-6.994171138,63330.39,6953.27
1854,Franciscópolis,MG,1667.0,737.0,2396.0,1425.0,0.603,-42.00731281,-17.95904357,66521.65,11654.11
1856,Frecheirinha,CE,3756.0,2245.0,7616.0,4629.0,0.604,-40.8214052,-3.760611931,219363.01,16122.52
1857,Frederico Westphalen,RS,9530.0,7856.0,23124.0,15594.0,0.76,-53.40077674,-27.35888241,989.45,32230.6
1858,Frei Gaspar,MG,1710.0,564.0,1916.0,1141.0,0.59,-41.42942079,-18.07118503,55150.34,9152.06
1859,Frei Inocêncio,MG,2681.0,2017.0,6728.0,4154.0,0.648,-41.90121659,-18.56178973,95769.66,10035.59
1861,Frei Martinho,PB,966.0,586.0,1805.0,1048.0,0.64,-36.45204406,-6.404515852,25563.24,8555.3
1862,Frei Miguelinho,PE,4494.0,1079.0,3386.0,2116.0,0.58,-35.92312764,-7.944458247,97698.44,6413.18
1863,Frei Paulo,SE,3980.0,2445.0,8186.0,5199.0,0.589,-37.54187625,-10.54008475,191862.71,12622.55
1864,Frei Rogério,SC,734.0,217.0,706.0,446.0,0.682,-50.80640825,-27.1747515,60429.66,27505.54
1865,Fronteira,MG,4576.0,4251.0,13130.0,8615.0,0.684,-49.20428203,-20.28830056,1116574.45,66685.05
1867,Fronteiras,PI,3095.0,2058.0,7275.0,4617.0,0.619,-40.61723293,-7.088412533,184465.38,16174.08
1869,Frutal,MG,18014.0,15618.0,45843.0,30840.0,0.73,-48.93915371,-20.02589788,1625516.22,27884.32
1870,Frutuoso Gomes,RN,1302.0,877.0,2804.0,1777.0,0.597,-37.84096075,-6.156232799,30269.1,7200.07
1871,Fundão,ES,5348.0,4534.0,13108.0,8423.0,0.718,-40.40376544,-19.93344712,367968.82,18058.93
1872,Funilândia,MG,1181.0,591.0,2029.0,1259.0,0.655,-44.06308588,-19.36998733,49899.97,11777.19
1873,Gabriel Monteiro,SP,928.0,791.0,2254.0,1497.0,0.763,-50.55546084,-21.52898014,59427.23,21292.45
1874,Gado Bravo,PB,2234.0,288.0,899.0,550.0,0.513,-35.7906509,-7.582941177,57.8,6845.75
1875,Gália,SP,2379.0,1831.0,5194.0,3348.0,0.71,-49.55211133,-22.29401925,122800.03,17968.98
1876,Galiléia,MG,2260.0,1840.0,5657.0,3425.0,0.654,-41.53619717,-19.00547364,72019.35,10219.86
1877,Galinhos,RN,574.0,332.0,1179.0,755.0,0.564,-36.27464007,-5.091689778,68046.5,25677.93
1878,Galvão,SC,1119.0,778.0,2346.0,1469.0,0.708,-52.68200208,-26.45547624,80381.49,25623.68
1879,Gameleira,PE,6959.0,5085.0,18284.0,11348.0,0.602,-35.38661078,-8.583835771,238090.16,7825.22
1881,Gameleiras,MG,1485.0,414.0,1406.0,900.0,0.65,-43.11948084,-15.07682207,40789.17,7769.37
1882,Gandu,BA,9286.0,7588.0,24760.0,15873.0,0.632,-39.48632408,-13.74378079,318969.58,9656.97
1883,Garanhuns,PE,37392.0,33661.0,111451.0,70323.0,0.664,-36.49305028,-8.88890553,2094788.48,15200.55
1884,Gararu,SE,3230.0,870.0,3585.0,2184.0,0.564,-37.08437249,-9.967351468,100490.71,8566.98
1885,Garça,SP,13492.0,12349.0,38895.0,25286.0,0.769,-49.65652994,-22.21070949,1091079.42,24487.27
1886,Garibaldi,RS,10146.0,9076.0,25478.0,17957.0,0.79,-51.52954846,-29.25454911,1756432.16,52612.99
1887,Garopaba,SC,6102.0,5232.0,15235.0,10317.0,0.753,-48.61255668,-28.02089593,478039.55,22159.16
1889,Garruchos,RS,1091.0,367.0,1057.0,710.0,0.67,-55.63407195,-28.18947679,116894.45,36529.52
1890,Garuva,SC,4229.0,3266.0,8849.0,5776.0,0.725,-48.84984186,-26.02207551,662680.27,38676.33
1891,Gaspar,SC,17965.0,14575.0,46632.0,32737.0,0.765,-48.96770657,-26.91836851,2441999.08,36880.96
1892,Gastão Vidigal,SP,1277.0,1137.0,3748.0,2537.0,0.723,-50.19021973,-20.7952395,59541.92,12848.93
1894,Gaurama,RS,1995.0,1189.0,3450.0,2238.0,0.738,-52.10013846,-27.58385776,196977.62,33403.02
1895,Gavião,BA,1388.0,814.0,2523.0,1550.0,0.599,-39.78611293,-11.47089546,37750.29,7964.2
1896,Gavião Peixoto,SP,1334.0,1097.0,3573.0,2390.0,0.72,-48.4954592,-21.8403669,860154.16,182468.0
1897,Geminiano,PI,1572.0,352.0,1216.0,775.0,0.561,-41.35757976,-7.158417626,47408.89,8883.06
1898,General Câmara,RS,3012.0,1773.0,4965.0,3021.0,0.69,-51.76343069,-29.90298374,146973.61,16955.88
1899,General Carneiro,PR,3832.0,2793.0,9548.0,5785.0,0.652,-51.31685892,-26.42580253,297632.92,21201.95
1900,General Carneiro,MT,1325.0,802.0,2346.0,1516.0,0.67,-52.75930983,-15.70704179,244347.58,46225.42
1901,General Maynard,SE,882.0,571.0,1843.0,1182.0,0.645,-36.98798443,-10.68652981,31464.67,9610.47
1902,General Salgado,SP,3613.0,3067.0,9017.0,6036.0,0.747,-50.3618137,-20.64836932,528.46,48234.52
1903,General Sampaio,CE,1579.0,957.0,3594.0,2064.0,0.568,-39.45352995,-4.051041275,44294.03,6471.01
1906,Getulina,SP,3040.0,2645.0,8316.0,5247.0,0.72,-49.92928357,-21.7998306,170.1,15019.6
1907,Getúlio Vargas,RS,5637.0,4893.0,13724.0,9004.0,0.746,-52.24957412,-27.87591193,502786.13,30200.99
1908,Gilbués,PI,2553.0,1563.0,5981.0,3557.0,0.55,-45.34691998,-9.834569906,113643.52,10804.67
1910,Giruá,RS,5788.0,4390.0,12722.0,7971.0,0.721,-54.35084008,-28.02974437,726.8,42423.42
1911,Glaucilândia,MG,854.0,309.0,1048.0,667.0,0.679,-43.6964059,-16.85021869,26200.02,8330.69
1912,Glicério,SP,1424.0,1055.0,3345.0,2183.0,0.735,-50.20841673,-21.37977781,101972.84,21302.04
1913,Glória,BA,4104.0,826.0,2813.0,1841.0,0.593,-38.25927323,-9.340173184,167410.76,10588.92
1914,Glória D'Oeste,MT,1035.0,720.0,2141.0,1361.0,0.71,-58.31448559,-15.76796231,70894.87,23742.42
1917,Glorinha,RS,2393.0,714.0,2066.0,1336.0,0.71,-50.78620743,-29.87713396,360371.07,47492.23
1918,Godofredo Viana,MA,2494.0,1652.0,6540.0,4050.0,0.604,-45.77175481,-1.409800187,69.3,5946.04
1919,Godoy Moreira,PR,1150.0,566.0,1547.0,926.0,0.675,-51.92436822,-24.19285945,43707.28,13611.73
1920,Goiabeira,MG,1051.0,865.0,2464.0,1552.0,0.647,-41.22282161,-18.98171334,32874.17,9949.81
1921,Goiana,PE,21494.0,16769.0,60424.0,39239.0,0.65,-34.9983763,-7.559231855,5152498.12,65271.07
1922,Goianá,MG,1215.0,1008.0,2969.0,1863.0,0.716,-43.1914824,-21.53241783,57837.77,14724.48
1923,Goianápolis,GO,3217.0,2948.0,9116.0,5952.0,0.703,-49.01734218,-16.50068217,168465.51,14700.31
1924,Goiandira,GO,1776.0,1503.0,4474.0,2834.0,0.76,-48.08847137,-18.13262467,112240.86,20122.06
1925,Goianésia,GO,18094.0,16803.0,55043.0,36812.0,0.727,-49.11581015,-15.32228875,1241028.0,18620.35
1927,Goiânia,GO,423365.0,421850.0,1291199.0,899415.0,0.799,-49.25581428,-16.67330977,46659222.76,32209.01
1928,Goianinha,RN,5610.0,3898.0,14615.0,9198.0,0.638,-35.21778612,-6.25059039,319374.35,12434.28
1929,Goianira,GO,10349.0,10149.0,32374.0,21513.0,0.69,-49.42877727,-16.50319156,792269.25,19640.77
1930,Goianorte,TO,1528.0,874.0,2663.0,1572.0,0.621,-48.93689019,-8.770520805,65.72,12775.33
1931,Goiás,GO,8426.0,6342.0,18477.0,12075.0,0.71,-50.14138414,-15.9357427,410957.86,16933.45
1932,Goiatins,TO,2702.0,1283.0,4929.0,2774.0,0.58,-47.31543549,-7.70917239,149237.69,11574.2
